"","Year","Country","NumIncidents","NumFatalities","NumWounded","Region","Religion"
"755",1983,"Peru",536,1818,263,"Latin America","Catholic"
"756",1983,"Philippines",16,101,30,"East Asia & Pacific","Catholic"
"757",1983,"Portugal",9,8,4,"Europe & Central Asia","Catholic"
"758",1983,"Puerto Rico",4,1,0,"Latin America","Catholic"
"759",1983,"Serbia",1,2,4,"Europe & Central Asia","Orthodox"
"760",1983,"Somalia",1,0,0,"Sub-Saharan Africa","Muslim"
"761",1983,"South Africa",57,29,316,"Sub-Saharan Africa","Christian"
"762",1983,"South Korea",1,1,4,"East Asia & Pacific","None/Other"
"763",1983,"Spain",122,42,70,"Europe & Central Asia","Catholic"
"764",1983,"Sri Lanka",7,6,9,"South Asia","Buddhist"
"765",1983,"Sudan",3,0,0,"Sub-Saharan Africa","Muslim"
"766",1983,"Suriname",1,0,2,"Latin America","Hindu"
"767",1983,"Sweden",1,1,0,"Europe & Central Asia","Christian"
"768",1983,"Switzerland",3,0,0,"Europe & Central Asia","Catholic"
"769",1983,"Syria",1,1,0,"Middle East & N. Africa","Muslim"
"770",1983,"Thailand",1,0,0,"East Asia & Pacific","Buddhist"
"771",1983,"Trinidad and Tobago",1,0,14,"Latin America","Christian"
"772",1983,"Turkey",5,2,24,"Middle East & N. Africa","Muslim"
"773",1983,"Uganda",6,121,2,"Sub-Saharan Africa","Christian"
"774",1983,"United Arab Emirates",1,111,0,"Middle East & N. Africa","Muslim"
"775",1983,"United States",40,7,5,"North America","Christian"
"776",1983,"Venezuela",6,7,0,"Latin America","Catholic"
"777",1983,"West Bank and Gaza Strip",34,9,22,"Middle East & N. Africa","Muslim"
"778",1983,"West Germany (FRG)",5,2,25,"Europe & Central Asia","Christian"
"779",1983,"Yemen",1,0,2,"Middle East & N. Africa","Muslim"
"780",1983,"Zimbabwe",6,11,3,"Sub-Saharan Africa","Christian"
"781",1984,"Angola",11,179,70,"Sub-Saharan Africa","None/Other"
"782",1984,"Argentina",46,1,4,"Latin America","Catholic"
"783",1984,"Austria",4,2,1,"Europe & Central Asia","Catholic"
"784",1984,"Bangladesh",1,1,0,"South Asia","Muslim"
"785",1984,"Belgium",10,0,1,"Europe & Central Asia","Catholic"
"786",1984,"Bolivia",14,1,3,"Latin America","Catholic"
"787",1984,"Brazil",5,0,1,"Latin America","Catholic"
"788",1984,"Bulgaria",1,0,0,"Europe & Central Asia","Orthodox"
"789",1984,"Burkina Faso",1,1,0,"Sub-Saharan Africa","Muslim"
"790",1984,"Chad",1,0,25,"Sub-Saharan Africa","Muslim"
"791",1984,"Chile",563,37,158,"Latin America","Catholic"
"792",1984,"Colombia",237,485,296,"Latin America","Catholic"
"793",1984,"Congo (Kinshasa)",3,2,0,"Sub-Saharan Africa","Catholic"
"794",1984,"Costa Rica",2,0,0,"Latin America","Catholic"
"795",1984,"Cyprus",7,6,5,"Middle East & N. Africa","Orthodox"
"796",1984,"Ecuador",24,1,2,"Latin America","Catholic"
"797",1984,"El Salvador",273,1315,487,"Latin America","Catholic"
"798",1984,"Ethiopia",1,200,200,"Sub-Saharan Africa","Orthodox"
"799",1984,"France",161,19,62,"Europe & Central Asia","Catholic"
"800",1984,"Germany",1,0,1,"Europe & Central Asia","Christian"
"801",1984,"Great Britain",13,8,95,"Europe & Central Asia","Christian"
"802",1984,"Greece",28,5,89,"Europe & Central Asia","Orthodox"
"803",1984,"Guatemala",74,171,34,"Latin America","Catholic"
"804",1984,"Honduras",12,5,1,"Latin America","Catholic"
"805",1984,"India",159,195,364,"South Asia","Hindu"
"806",1984,"Indonesia",2,2,0,"East Asia & Pacific","Muslim"
"807",1984,"Iran",17,29,355,"Middle East & N. Africa","Muslim"
"808",1984,"Iraq",2,0,1,"Middle East & N. Africa","Muslim"
"809",1984,"Ireland",1,1,0,"Europe & Central Asia","Catholic"
"810",1984,"Israel",25,7,90,"Middle East & N. Africa","Jewish"
"811",1984,"Italy",14,23,116,"Europe & Central Asia","Catholic"
"812",1984,"Japan",15,0,11,"East Asia & Pacific","None/Other"
"813",1984,"Jordan",5,1,4,"Middle East & N. Africa","Muslim"
"814",1984,"Kuwait",1,4,2,"Middle East & N. Africa","Muslim"
"815",1984,"Lebanon",166,61,241,"Middle East & N. Africa","Muslim"
"816",1984,"Libya",3,15,1,"Middle East & N. Africa","Muslim"
"817",1984,"Malta",7,0,0,"Europe & Central Asia","Catholic"
"818",1984,"Mexico",4,13,9,"Latin America","Catholic"
"819",1984,"Mozambique",10,56,94,"Sub-Saharan Africa","Catholic"
"820",1984,"Namibia",24,26,42,"Sub-Saharan Africa","Christian"
"821",1984,"Netherlands",1,0,1,"Europe & Central Asia","None/Other"
"822",1984,"New Caledonia",10,11,1,"East Asia & Pacific","Catholic"
"823",1984,"Nicaragua",302,3617,310,"Latin America","Catholic"
"824",1984,"Northern Ireland",132,61,154,"Europe & Central Asia","Catholic"
"825",1984,"Pakistan",3,12,49,"South Asia","Muslim"
"826",1984,"Panama",2,0,0,"Latin America","Catholic"
"827",1984,"Paraguay",2,1,1,"Latin America","Catholic"
"828",1984,"Peru",592,2467,519,"Latin America","Catholic"
"829",1984,"Philippines",43,262,108,"East Asia & Pacific","Catholic"
"830",1984,"Portugal",14,3,13,"Europe & Central Asia","Catholic"
"831",1984,"Puerto Rico",6,0,0,"Latin America","Catholic"
"832",1984,"Romania",1,1,0,"Europe & Central Asia","Orthodox"
"833",1984,"Saudi Arabia",2,0,1,"Middle East & N. Africa","Muslim"
"834",1984,"Serbia",1,2,1,"Europe & Central Asia","Orthodox"
"835",1984,"Somalia",2,0,2,"Sub-Saharan Africa","Muslim"
"836",1984,"South Africa",61,22,84,"Sub-Saharan Africa","Christian"
"837",1984,"Spain",143,51,77,"Europe & Central Asia","Catholic"
"838",1984,"Sri Lanka",81,485,225,"South Asia","Buddhist"
"839",1984,"Sudan",5,305,10,"Sub-Saharan Africa","Muslim"
"840",1984,"Suriname",1,0,0,"Latin America","Hindu"
"841",1984,"Swaziland",1,1,0,"Sub-Saharan Africa","None/Other"
"842",1984,"Switzerland",1,0,0,"Europe & Central Asia","Catholic"
"843",1984,"Syria",1,0,1,"Middle East & N. Africa","Muslim"
"844",1984,"Thailand",1,0,20,"East Asia & Pacific","Buddhist"
"845",1984,"Turkey",19,27,19,"Middle East & N. Africa","Muslim"
"846",1984,"Uganda",3,235,0,"Sub-Saharan Africa","Christian"
"847",1984,"United States",57,3,780,"North America","Christian"
"848",1984,"Uruguay",4,0,0,"Latin America","Catholic"
"849",1984,"Venezuela",4,2,0,"Latin America","Catholic"
"850",1984,"West Bank and Gaza Strip",26,5,48,"Middle East & N. Africa","Muslim"
"851",1984,"Western Sahara",1,0,0,"Middle East & N. Africa","Muslim"
"852",1984,"West Germany (FRG)",21,0,2,"Europe & Central Asia","Christian"
"853",1984,"Zimbabwe",3,4,0,"Sub-Saharan Africa","Christian"
"854",1985,"Angola",6,6,0,"Sub-Saharan Africa","None/Other"
"855",1985,"Argentina",43,2,10,"Latin America","Catholic"
"856",1985,"Austria",4,4,50,"Europe & Central Asia","Catholic"
"857",1985,"Bangladesh",1,0,13,"South Asia","Muslim"
"858",1985,"Belgium",21,10,20,"Europe & Central Asia","Catholic"
"859",1985,"Bolivia",13,0,0,"Latin America","Catholic"
"860",1985,"Brazil",1,0,0,"Latin America","Catholic"
"861",1985,"Canada",3,331,2,"North America","Catholic"
"862",1985,"Chad",1,0,0,"Sub-Saharan Africa","Muslim"
"863",1985,"Chile",232,30,148,"Latin America","Catholic"
"864",1985,"Colombia",382,935,365,"Latin America","Catholic"
"865",1985,"Costa Rica",5,0,0,"Latin America","Catholic"
"866",1985,"Cyprus",7,3,0,"Middle East & N. Africa","Orthodox"
"867",1985,"Denmark",4,1,10,"Europe & Central Asia","Christian"
"868",1985,"Ecuador",12,4,2,"Latin America","Catholic"
"869",1985,"Egypt",2,2,2,"Middle East & N. Africa","Muslim"
"870",1985,"El Salvador",436,1013,279,"Latin America","Catholic"
"871",1985,"Ethiopia",1,0,0,"Sub-Saharan Africa","Orthodox"
"872",1985,"France",116,19,101,"Europe & Central Asia","Catholic"
"873",1985,"Germany",4,0,0,"Europe & Central Asia","Christian"
"874",1985,"Great Britain",6,1,1,"Europe & Central Asia","Christian"
"875",1985,"Greece",35,64,170,"Europe & Central Asia","Orthodox"
"876",1985,"Guatemala",63,137,17,"Latin America","Catholic"
"877",1985,"Honduras",9,7,8,"Latin America","Catholic"
"878",1985,"India",39,51,79,"South Asia","Hindu"
"879",1985,"Indonesia",2,7,14,"East Asia & Pacific","Muslim"
"880",1985,"Iran",3,22,52,"Middle East & N. Africa","Muslim"
"881",1985,"Ireland",2,2,0,"Europe & Central Asia","Catholic"
"882",1985,"Israel",20,0,32,"Middle East & N. Africa","Jewish"
"883",1985,"Italy",11,19,157,"Europe & Central Asia","Catholic"
"884",1985,"Japan",10,2,7,"East Asia & Pacific","None/Other"
"885",1985,"Kuwait",2,11,18,"Middle East & N. Africa","Muslim"
"886",1985,"Lebanon",96,644,1484,"Middle East & N. Africa","Muslim"
"887",1985,"Luxembourg",10,0,6,"Europe & Central Asia","Catholic"
"888",1985,"Malta",1,0,0,"Europe & Central Asia","Catholic"
"889",1985,"Mexico",1,0,0,"Latin America","Catholic"
"890",1985,"Morocco",2,0,0,"Middle East & N. Africa","Muslim"
"891",1985,"Mozambique",5,8,136,"Sub-Saharan Africa","Catholic"
"892",1985,"Namibia",7,68,26,"Sub-Saharan Africa","Christian"
"893",1985,"Nepal",9,6,22,"South Asia","Hindu"
"894",1985,"Netherlands",4,0,0,"Europe & Central Asia","None/Other"
"895",1985,"New Caledonia",7,0,11,"East Asia & Pacific","Catholic"
"896",1985,"Nicaragua",258,1575,231,"Latin America","Catholic"
"897",1985,"Niger",1,3,0,"Sub-Saharan Africa","Muslim"
"898",1985,"Northern Ireland",61,63,150,"Europe & Central Asia","Catholic"
"899",1985,"Pakistan",2,0,1,"South Asia","Muslim"
"900",1985,"Paraguay",1,0,0,"Latin America","Catholic"
"901",1985,"Peru",352,729,127,"Latin America","Catholic"
"902",1985,"Philippines",124,452,377,"East Asia & Pacific","Catholic"
"903",1985,"Portugal",20,1,8,"Europe & Central Asia","Catholic"
"904",1985,"Puerto Rico",5,0,1,"Latin America","Catholic"
"905",1985,"Romania",1,2,0,"Europe & Central Asia","Orthodox"
"906",1985,"Saudi Arabia",2,1,3,"Middle East & N. Africa","Muslim"
"907",1985,"Singapore",1,0,0,"East Asia & Pacific","Buddhist"
"908",1985,"South Africa",108,88,252,"Sub-Saharan Africa","Christian"
"909",1985,"Spain",115,70,182,"Europe & Central Asia","Catholic"
"910",1985,"Sri Lanka",110,611,293,"South Asia","Buddhist"
"911",1985,"Switzerland",7,0,10,"Europe & Central Asia","Catholic"
"912",1985,"Syria",1,30,30,"Middle East & N. Africa","Muslim"
"913",1985,"Thailand",1,0,0,"East Asia & Pacific","Buddhist"
"914",1985,"Togo",3,1,2,"Sub-Saharan Africa","None/Other"
"915",1985,"Turkey",2,1,0,"Middle East & N. Africa","Muslim"
"916",1985,"Uganda",7,32,8,"Sub-Saharan Africa","Christian"
"917",1985,"United Arab Emirates",2,0,1,"Middle East & N. Africa","Muslim"
"918",1985,"United States",35,3,12,"North America","Christian"
"919",1985,"Uruguay",2,0,0,"Latin America","Catholic"
"920",1985,"Venezuela",2,0,0,"Latin America","Catholic"
"921",1985,"West Bank and Gaza Strip",1,0,2,"Middle East & N. Africa","Muslim"
"922",1985,"West Germany (FRG)",53,9,114,"Europe & Central Asia","Christian"
"923",1985,"Zambia",1,0,0,"Sub-Saharan Africa","Christian"
"924",1985,"Zimbabwe",1,5,0,"Sub-Saharan Africa","Christian"
"925",1986,"Angola",5,119,23,"Sub-Saharan Africa","None/Other"
"926",1986,"Argentina",33,2,12,"Latin America","Catholic"
"927",1986,"Australia",3,2,23,"East Asia & Pacific","Christian"
"928",1986,"Austria",4,0,0,"Europe & Central Asia","Catholic"
"929",1986,"Bangladesh",11,54,263,"South Asia","Muslim"
"930",1986,"Belgium",3,0,2,"Europe & Central Asia","Catholic"
"931",1986,"Bolivia",4,1,0,"Latin America","Catholic"
"932",1986,"Brazil",3,14,0,"Latin America","Catholic"
"933",1986,"Canada",2,0,1,"North America","Catholic"
"934",1986,"Central African Republic",1,0,0,"Sub-Saharan Africa","None/Other"
"935",1986,"Chad",1,0,1,"Sub-Saharan Africa","Muslim"
"936",1986,"Chile",243,22,128,"Latin America","Catholic"
"937",1986,"Colombia",307,771,96,"Latin America","Catholic"
"938",1986,"Costa Rica",1,0,3,"Latin America","Catholic"
"939",1986,"Cyprus",3,1,2,"Middle East & N. Africa","Orthodox"
"940",1986,"Denmark",2,0,0,"Europe & Central Asia","Christian"
"941",1986,"Ecuador",8,13,0,"Latin America","Catholic"
"942",1986,"Egypt",4,12,21,"Middle East & N. Africa","Muslim"
"943",1986,"El Salvador",175,293,187,"Latin America","Catholic"
"944",1986,"Ethiopia",1,40,0,"Sub-Saharan Africa","Orthodox"
"945",1986,"Finland",1,0,1,"Europe & Central Asia","Christian"
"946",1986,"France",96,25,306,"Europe & Central Asia","Catholic"
"947",1986,"Germany",3,1,34,"Europe & Central Asia","Christian"
"948",1986,"Great Britain",5,2,13,"Europe & Central Asia","Christian"
"949",1986,"Greece",41,6,14,"Europe & Central Asia","Orthodox"
"950",1986,"Guatemala",31,54,14,"Latin America","Catholic"
"951",1986,"Honduras",8,10,4,"Latin America","Catholic"
"952",1986,"Iceland",1,0,0,"Europe & Central Asia","Christian"
"953",1986,"India",96,340,163,"South Asia","Hindu"
"954",1986,"Indonesia",4,0,2,"East Asia & Pacific","Muslim"
"955",1986,"Iran",6,39,144,"Middle East & N. Africa","Muslim"
"956",1986,"Ireland",2,0,0,"Europe & Central Asia","Catholic"
"957",1986,"Israel",48,35,117,"Middle East & N. Africa","Jewish"
"958",1986,"Italy",7,1,1,"Europe & Central Asia","Catholic"
"959",1986,"Jamaica",1,3,0,"Latin America","Christian"
"960",1986,"Japan",10,3,1,"East Asia & Pacific","None/Other"
"961",1986,"Kuwait",1,0,1,"Middle East & N. Africa","Muslim"
"962",1986,"Lebanon",106,247,1018,"Middle East & N. Africa","Muslim"
"963",1986,"Luxembourg",1,0,0,"Europe & Central Asia","Catholic"
"964",1986,"Malaysia",15,20,54,"East Asia & Pacific","Muslim"
"965",1986,"Malta",1,1,0,"Europe & Central Asia","Catholic"
"966",1986,"Mexico",2,0,0,"Latin America","Catholic"
"967",1986,"Morocco",2,2,2,"Middle East & N. Africa","Muslim"
"968",1986,"Mozambique",7,470,17,"Sub-Saharan Africa","Catholic"
"969",1986,"Netherlands",14,0,0,"Europe & Central Asia","None/Other"
"970",1986,"New Caledonia",2,0,0,"East Asia & Pacific","Catholic"
"971",1986,"Nicaragua",171,395,103,"Latin America","Catholic"
"972",1986,"Northern Ireland",90,61,67,"Europe & Central Asia","Catholic"
"973",1986,"Pakistan",24,60,351,"South Asia","Muslim"
"974",1986,"Panama",5,0,0,"Latin America","Catholic"
"975",1986,"Peru",568,513,271,"Latin America","Catholic"
"976",1986,"Philippines",80,322,355,"East Asia & Pacific","Catholic"
"977",1986,"Portugal",11,1,1,"Europe & Central Asia","Catholic"
"978",1986,"Puerto Rico",18,1,1,"Latin America","Catholic"
"979",1986,"Saudi Arabia",1,62,32,"Middle East & N. Africa","Muslim"
"980",1986,"South Africa",160,158,460,"Sub-Saharan Africa","Christian"
"981",1986,"South Korea",2,5,30,"East Asia & Pacific","None/Other"
"982",1986,"Spain",125,57,196,"Europe & Central Asia","Catholic"
"983",1986,"Sri Lanka",143,718,895,"South Asia","Buddhist"
"984",1986,"Sudan",6,8,1,"Sub-Saharan Africa","Muslim"
"985",1986,"Suriname",8,2,3,"Latin America","Hindu"
"986",1986,"Swaziland",1,0,0,"Sub-Saharan Africa","None/Other"
"987",1986,"Sweden",3,1,1,"Europe & Central Asia","Christian"
"988",1986,"Syria",4,8,8,"Middle East & N. Africa","Muslim"
"989",1986,"Thailand",3,0,3,"East Asia & Pacific","Buddhist"
"990",1986,"Tunisia",2,0,0,"Middle East & N. Africa","Muslim"
"991",1986,"Turkey",8,27,7,"Middle East & N. Africa","Muslim"
"992",1986,"Uganda",1,1,0,"Sub-Saharan Africa","Christian"
"993",1986,"United Arab Emirates",1,0,0,"Middle East & N. Africa","Muslim"
"994",1986,"United States",31,0,35,"North America","Christian"
"995",1986,"Uruguay",2,0,0,"Latin America","Catholic"
"996",1986,"Venezuela",8,13,12,"Latin America","Catholic"
"997",1986,"West Bank and Gaza Strip",13,4,24,"Middle East & N. Africa","Muslim"
"998",1986,"Western Sahara",1,1,0,"Middle East & N. Africa","Muslim"
"999",1986,"West Germany (FRG)",46,9,242,"Europe & Central Asia","Christian"
"1000",1986,"Zambia",1,2,0,"Sub-Saharan Africa","Christian"
"1001",1986,"Zimbabwe",1,1,0,"Sub-Saharan Africa","Christian"
"1002",1987,"Afghanistan",1,0,2,"South Asia","Muslim"
"1003",1987,"Angola",3,5,10,"Sub-Saharan Africa","None/Other"
"1004",1987,"Argentina",80,3,11,"Latin America","Catholic"
"1005",1987,"Australia",1,6,0,"East Asia & Pacific","Christian"
"1006",1987,"Austria",4,0,1,"Europe & Central Asia","Catholic"
"1007",1987,"Bangladesh",6,26,2,"South Asia","Muslim"
"1008",1987,"Belgium",1,1,0,"Europe & Central Asia","Catholic"
"1009",1987,"Bolivia",14,1,25,"Latin America","Catholic"
"1010",1987,"Botswana",1,3,4,"Sub-Saharan Africa","Christian"
"1011",1987,"Brazil",1,0,11,"Latin America","Catholic"
"1012",1987,"Chile",173,9,29,"Latin America","Catholic"
"1013",1987,"Colombia",337,655,277,"Latin America","Catholic"
"1014",1987,"Costa Rica",3,0,0,"Latin America","Catholic"
"1015",1987,"Cyprus",10,1,2,"Middle East & N. Africa","Orthodox"
"1016",1987,"Denmark",2,0,0,"Europe & Central Asia","Christian"
"1017",1987,"Djibouti",1,10,40,"Sub-Saharan Africa","Muslim"
"1018",1987,"Dominican Republic",15,7,4,"Latin America","Catholic"
"1019",1987,"Ecuador",6,0,1,"Latin America","Catholic"
"1020",1987,"Egypt",7,1,12,"Middle East & N. Africa","Muslim"
"1021",1987,"El Salvador",234,421,317,"Latin America","Catholic"
"1022",1987,"Ethiopia",1,0,0,"Sub-Saharan Africa","Orthodox"
"1023",1987,"Fiji",3,0,1,"East Asia & Pacific","Christian"
"1024",1987,"France",88,5,8,"Europe & Central Asia","Catholic"
"1025",1987,"Germany",1,0,1,"Europe & Central Asia","Christian"
"1026",1987,"Ghana",1,0,0,"Sub-Saharan Africa","Christian"
"1027",1987,"Great Britain",14,3,1,"Europe & Central Asia","Christian"
"1028",1987,"Greece",26,2,37,"Europe & Central Asia","Orthodox"
"1029",1987,"Guatemala",56,211,38,"Latin America","Catholic"
"1030",1987,"Haiti",10,4,6,"Latin America","Catholic"
"1031",1987,"Honduras",20,21,12,"Latin America","Catholic"
"1032",1987,"India",166,506,429,"South Asia","Hindu"
"1033",1987,"Iran",1,0,0,"Middle East & N. Africa","Muslim"
"1034",1987,"Iraq",3,0,4,"Middle East & N. Africa","Muslim"
"1035",1987,"Ireland",24,6,0,"Europe & Central Asia","Catholic"
"1036",1987,"Israel",23,11,62,"Middle East & N. Africa","Jewish"
"1037",1987,"Italy",14,3,0,"Europe & Central Asia","Catholic"
"1038",1987,"Japan",10,1,3,"East Asia & Pacific","None/Other"
"1039",1987,"Kuwait",12,1,0,"Middle East & N. Africa","Muslim"
"1040",1987,"Lebanon",94,178,338,"Middle East & N. Africa","Muslim"
"1041",1987,"Malta",4,0,11,"Europe & Central Asia","Catholic"
"1042",1987,"Mexico",1,0,0,"Latin America","Catholic"
"1043",1987,"Morocco",4,200,0,"Middle East & N. Africa","Muslim"
"1044",1987,"Mozambique",11,468,170,"Sub-Saharan Africa","Catholic"
"1045",1987,"Myanmar",1,0,0,"East Asia & Pacific","Buddhist"
"1046",1987,"Namibia",5,2,2,"Sub-Saharan Africa","Christian"
"1047",1987,"Netherlands",1,0,0,"Europe & Central Asia","None/Other"
"1048",1987,"Nicaragua",223,549,294,"Latin America","Catholic"
"1049",1987,"Northern Ireland",104,101,119,"Europe & Central Asia","Catholic"
"1050",1987,"Norway",2,1,9,"Europe & Central Asia","Christian"
"1051",1987,"Pakistan",60,183,1095,"South Asia","Muslim"
"1052",1987,"Panama",4,1,0,"Latin America","Catholic"
"1053",1987,"Paraguay",1,0,0,"Latin America","Catholic"
"1054",1987,"Peru",627,773,357,"Latin America","Catholic"
"1055",1987,"Philippines",160,404,485,"East Asia & Pacific","Catholic"
"1056",1987,"Puerto Rico",7,0,0,"Latin America","Catholic"
"1057",1987,"Singapore",2,0,0,"East Asia & Pacific","Buddhist"
"1058",1987,"Somalia",1,0,0,"Sub-Saharan Africa","Muslim"
"1059",1987,"South Africa",136,124,390,"Sub-Saharan Africa","Christian"
"1060",1987,"Spain",105,64,239,"Europe & Central Asia","Catholic"
"1061",1987,"Sri Lanka",115,1274,781,"South Asia","Buddhist"
"1062",1987,"Sudan",1,0,0,"Sub-Saharan Africa","Muslim"
"1063",1987,"Suriname",13,6,7,"Latin America","Hindu"
"1064",1987,"Switzerland",1,1,0,"Europe & Central Asia","Catholic"
"1065",1987,"Tunisia",4,2,28,"Middle East & N. Africa","Muslim"
"1066",1987,"Turkey",43,187,80,"Middle East & N. Africa","Muslim"
"1067",1987,"Uganda",1,1,4,"Sub-Saharan Africa","Christian"
"1068",1987,"United States",27,1,1,"North America","Christian"
"1069",1987,"Venezuela",13,3,0,"Latin America","Catholic"
"1070",1987,"West Bank and Gaza Strip",11,3,7,"Middle East & N. Africa","Muslim"
"1071",1987,"West Germany (FRG)",19,2,32,"Europe & Central Asia","Christian"
"1072",1987,"Zambia",1,0,0,"Sub-Saharan Africa","Christian"
"1073",1987,"Zimbabwe",11,35,19,"Sub-Saharan Africa","Christian"
"1074",1988,"Afghanistan",11,128,106,"South Asia","Muslim"
"1075",1988,"Angola",12,145,138,"Sub-Saharan Africa","None/Other"
"1076",1988,"Argentina",33,1,20,"Latin America","Catholic"
"1077",1988,"Australia",3,0,0,"East Asia & Pacific","Christian"
"1078",1988,"Austria",1,0,1,"Europe & Central Asia","Catholic"
"1079",1988,"Bangladesh",36,87,166,"South Asia","Muslim"
"1080",1988,"Belgium",5,1,0,"Europe & Central Asia","Catholic"
"1081",1988,"Bolivia",11,2,0,"Latin America","Catholic"
"1082",1988,"Botswana",2,1,5,"Sub-Saharan Africa","Christian"
"1083",1988,"Brazil",2,0,0,"Latin America","Catholic"
"1084",1988,"Chile",185,19,81,"Latin America","Catholic"
"1085",1988,"Colombia",427,1096,419,"Latin America","Catholic"
"1086",1988,"Congo (Kinshasa)",1,28,0,"Sub-Saharan Africa","Catholic"
"1087",1988,"Costa Rica",2,0,6,"Latin America","Catholic"
"1088",1988,"Cyprus",5,6,15,"Middle East & N. Africa","Orthodox"
"1089",1988,"Denmark",1,0,0,"Europe & Central Asia","Christian"
"1090",1988,"Djibouti",2,0,0,"Sub-Saharan Africa","Muslim"
"1091",1988,"Dominican Republic",2,0,4,"Latin America","Catholic"
"1092",1988,"Ecuador",9,4,7,"Latin America","Catholic"
"1093",1988,"Egypt",9,1,17,"Middle East & N. Africa","Muslim"
"1094",1988,"El Salvador",367,361,364,"Latin America","Catholic"
"1095",1988,"Ethiopia",2,0,0,"Sub-Saharan Africa","Orthodox"
"1096",1988,"France",59,6,20,"Europe & Central Asia","Catholic"
"1097",1988,"Germany",4,0,0,"Europe & Central Asia","Christian"
"1098",1988,"Great Britain",33,275,14,"Europe & Central Asia","Christian"
"1099",1988,"Greece",38,14,104,"Europe & Central Asia","Orthodox"
"1100",1988,"Guatemala",29,135,35,"Latin America","Catholic"
"1101",1988,"Haiti",6,3,0,"Latin America","Catholic"
"1102",1988,"Honduras",21,32,11,"Latin America","Catholic"
"1103",1988,"India",362,971,1033,"South Asia","Hindu"
"1104",1988,"Iran",5,16,7,"Middle East & N. Africa","Muslim"
"1105",1988,"Iraq",4,43,104,"Middle East & N. Africa","Muslim"
"1106",1988,"Israel",35,13,43,"Middle East & N. Africa","Jewish"
"1107",1988,"Italy",29,6,19,"Europe & Central Asia","Catholic"
"1108",1988,"Japan",16,0,26,"East Asia & Pacific","None/Other"
"1109",1988,"Jordan",1,0,0,"Middle East & N. Africa","Muslim"
"1110",1988,"Kuwait",4,2,1,"Middle East & N. Africa","Muslim"
"1111",1988,"Lebanon",125,176,601,"Middle East & N. Africa","Muslim"
"1112",1988,"Lesotho",1,4,11,"Sub-Saharan Africa","Christian"
"1113",1988,"Malaysia",4,9,2,"East Asia & Pacific","Muslim"
"1114",1988,"Mauritius",1,0,1,"South Asia","Hindu"
"1115",1988,"Mexico",3,2,0,"Latin America","Catholic"
"1116",1988,"Mozambique",16,145,163,"Sub-Saharan Africa","Catholic"
"1117",1988,"Myanmar",23,93,247,"East Asia & Pacific","Buddhist"
"1118",1988,"Namibia",17,25,80,"Sub-Saharan Africa","Christian"
"1119",1988,"Netherlands",4,4,6,"Europe & Central Asia","None/Other"
"1120",1988,"New Caledonia",9,22,11,"East Asia & Pacific","Catholic"
"1121",1988,"Nicaragua",62,208,78,"Latin America","Catholic"
"1122",1988,"Nigeria",2,4,0,"Sub-Saharan Africa","Muslim"
"1123",1988,"Northern Ireland",149,100,249,"Europe & Central Asia","Catholic"
"1124",1988,"Pakistan",43,135,266,"South Asia","Muslim"
"1125",1988,"Panama",1,0,1,"Latin America","Catholic"
"1126",1988,"Peru",355,855,246,"Latin America","Catholic"
"1127",1988,"Philippines",210,550,256,"East Asia & Pacific","Catholic"
"1128",1988,"Portugal",2,2,0,"Europe & Central Asia","Catholic"
"1129",1988,"Puerto Rico",7,1,1,"Latin America","Catholic"
"1130",1988,"Saudi Arabia",1,0,0,"Middle East & N. Africa","Muslim"
"1131",1988,"Senegal",3,2,4,"Sub-Saharan Africa","Muslim"
"1132",1988,"Somalia",2,0,5,"Sub-Saharan Africa","Muslim"
"1133",1988,"South Africa",247,161,606,"Sub-Saharan Africa","Christian"
"1134",1988,"South Korea",8,0,0,"East Asia & Pacific","None/Other"
"1135",1988,"Spain",151,25,144,"Europe & Central Asia","Catholic"
"1136",1988,"Sri Lanka",347,874,981,"South Asia","Buddhist"
"1137",1988,"Sudan",10,58,28,"Sub-Saharan Africa","Muslim"
"1138",1988,"Suriname",9,6,4,"Latin America","Hindu"
"1139",1988,"Switzerland",4,0,5,"Europe & Central Asia","Catholic"
"1140",1988,"Thailand",5,10,2,"East Asia & Pacific","Buddhist"
"1141",1988,"Turkey",42,102,21,"Middle East & N. Africa","Muslim"
"1142",1988,"Uganda",15,160,22,"Sub-Saharan Africa","Christian"
"1143",1988,"United States",20,0,0,"North America","Christian"
"1144",1988,"Venezuela",10,41,5,"Latin America","Catholic"
"1145",1988,"West Bank and Gaza Strip",18,10,13,"Middle East & N. Africa","Muslim"
"1146",1988,"West Germany (FRG)",14,1,14,"Europe & Central Asia","Christian"
"1147",1988,"Yemen",1,0,0,"Middle East & N. Africa","Muslim"
"1148",1988,"Zambia",5,9,18,"Sub-Saharan Africa","Christian"
"1149",1988,"Zimbabwe",1,2,3,"Sub-Saharan Africa","Christian"
"1150",1989,"Afghanistan",10,10,84,"South Asia","Muslim"
"1151",1989,"Angola",12,88,10,"Sub-Saharan Africa","None/Other"
"1152",1989,"Argentina",32,26,17,"Latin America","Catholic"
"1153",1989,"Australia",2,0,0,"East Asia & Pacific","Christian"
"1154",1989,"Austria",2,3,0,"Europe & Central Asia","Catholic"
"1155",1989,"Bangladesh",36,131,196,"South Asia","Muslim"
"1156",1989,"Belgium",7,4,3,"Europe & Central Asia","Catholic"
